order_id,date,month,quarter,product,category,unit_price_ugx,quantity,gross_revenue_ugx,discount_pct,discount_amount_ugx,net_revenue_ugx,cost_ugx,profit_ugx,profit_margin_pct,region,sales_rep,payment_method,channel,status,customer_type
ORD-1246,9/25/2024,September,Q3,Laptop Pro 15,Electronics,1200000,12,14400000,15,2160000,12240000,9616824,2623176,21.43,Mukono,Grace Nalwoga,Bank Transfer,WhatsApp,Completed,Returning
ORD-1387,9/25/2024,September,Q3,Standing Desk,Furniture,890000,17,15130000,5,756500,14373500,8078094,6295406,43.8,Jinja,Brian Okello,Airtel Money,Online,Completed,New
ORD-1350,9/26/2024,September,Q3,Ballpoint Pen Pack,Stationery,12000,5,60000,5,3000,57000,32990,24010,42.12,Wakiso,Grace Nalwoga,Flutterwave,Walk-in,Pending,Returning
ORD-1321,9/27/2024,September,Q3,Office Chair,Furniture,350000,16,5600000,15,840000,4760000,3631488,1128512,23.71,Kampala Central,James Ssempa,Cash,Online,Pending,Returning
ORD-1017,9/29/2024,September,Q3,Surge Protector,Electronics,65000,16,1040000,0,0,1040000,774272,265728,25.55,Gulu,Sarah Nakato,Airtel Money,WhatsApp,Refunded,New
ORD-1061,9/30/2024,September,Q3,Mechanical Keyboard,Electronics,180000,15,2700000,0,0,2700000,2011980,688020,25.48,Kampala Central,Lydia Atim,Flutterwave,Phone Order,Completed,New
ORD-1104,9/30/2024,September,Q3,Printer Paper Ream,Stationery,18000,3,54000,0,0,54000,38505,15495,28.69,Entebbe,James Ssempa,Bank Transfer,Phone Order,Completed,Returning
ORD-1282,9/30/2024,September,Q3,Thermal Printer,Electronics,480000,20,9600000,5,480000,9120000,6197380,2922620,32.05,Jinja,Grace Nalwoga,Bank Transfer,Phone Order,Completed,Returning
ORD-1070,10/2/2024,October,Q4,Printer Paper Ream,Stationery,18000,9,162000,10,16200,145800,113724,32076,22,Gulu,Lydia Atim,Bank Transfer,WhatsApp,Refunded,Returning
ORD-1025,10/3/2024,October,Q4,Filing Cabinet,Furniture,310000,18,5580000,0,0,5580000,2860560,2719440,48.74,Gulu,Brian Okello,MTN MoMo,Online,Completed,Returning
ORD-1162,10/3/2024,October,Q4,Wireless Mouse,Electronics,45000,10,450000,0,0,450000,282110,167890,37.31,Gulu,Grace Nalwoga,Flutterwave,Walk-in,Completed,Returning
ORD-1243,10/3/2024,October,Q4,Surge Protector,Electronics,65000,2,130000,5,6500,123500,79266,44234,35.82,Wakiso,Brian Okello,Airtel Money,Phone Order,Completed,New
ORD-1267,10/3/2024,October,Q4,Office Chair,Furniture,350000,19,6650000,5,332500,6317500,4450560,1866940,29.55,Mukono,Lydia Atim,Airtel Money,Walk-in,Refunded,Returning
ORD-1237,10/4/2024,October,Q4,Laptop Pro 15,Electronics,1200000,14,16800000,0,0,16800000,11341610,5458390,32.49,Kampala Central,Brian Okello,Bank Transfer,Walk-in,Completed,Returning
ORD-1336,10/4/2024,October,Q4,USB-C Hub,Electronics,120000,1,120000,5,6000,114000,60717,53283,46.74,Mukono,Grace Nalwoga,MTN MoMo,Agent,Completed,Returning
ORD-1038,10/6/2024,October,Q4,Wireless Mouse,Electronics,45000,3,135000,15,20250,114750,98007,16743,14.59,Kampala Central,James Ssempa,Flutterwave,Phone Order,Completed,Returning
ORD-1055,10/7/2024,October,Q4,Whiteboard 4x3,Furniture,220000,17,3740000,5,187000,3553000,2646577,906423,25.51,Entebbe,Sarah Nakato,Bank Transfer,WhatsApp,Completed,New
ORD-1206,10/8/2024,October,Q4,Standing Desk,Furniture,890000,3,2670000,5,133500,2536500,1671588,864912,34.1,Mukono,Peter Mugisha,Flutterwave,Walk-in,Completed,New
ORD-1370,10/8/2024,October,Q4,Office Chair,Furniture,350000,4,1400000,0,0,1400000,837512,562488,40.18,Gulu,Lydia Atim,Airtel Money,Walk-in,Completed,New
ORD-1084,10/9/2024,October,Q4,Printer Paper Ream,Stationery,18000,3,54000,0,0,54000,30237,23763,44.01,Kampala Central,Sarah Nakato,MTN MoMo,WhatsApp,Pending,Returning
ORD-1100,10/9/2024,October,Q4,Thermal Printer,Electronics,480000,18,8640000,5,432000,8208000,5065452,3142548,38.29,Gulu,Peter Mugisha,Bank Transfer,WhatsApp,Completed,New
ORD-1252,10/9/2024,October,Q4,Surge Protector,Electronics,65000,7,455000,5,22750,432250,331590,100660,23.29,Mukono,James Ssempa,Bank Transfer,WhatsApp,Refunded,Returning
ORD-1034,10/10/2024,October,Q4,Filing Cabinet,Furniture,310000,17,5270000,0,0,5270000,3514903,1755097,33.3,Mukono,Grace Nalwoga,MTN MoMo,Online,Completed,New
ORD-1124,10/10/2024,October,Q4,Office Chair,Furniture,350000,5,1750000,10,175000,1575000,964775,610225,38.74,Wakiso,Peter Mugisha,Airtel Money,Online,Completed,New
ORD-1334,10/10/2024,October,Q4,Mechanical Keyboard,Electronics,180000,10,1800000,0,0,1800000,1047280,752720,41.82,Entebbe,Brian Okello,Cash,Online,Completed,Returning
ORD-1027,10/11/2024,October,Q4,Standing Desk,Furniture,890000,14,12460000,15,1869000,10591000,9212042,1378958,13.02,Mbarara,Grace Nalwoga,Bank Transfer,Online,Completed,Returning
ORD-1245,10/12/2024,October,Q4,Office Chair,Furniture,350000,14,4900000,0,0,4900000,2787050,2112950,43.12,Jinja,Grace Nalwoga,Airtel Money,WhatsApp,Refunded,Returning
ORD-1217,10/13/2024,October,Q4,Surge Protector,Electronics,65000,16,1040000,0,0,1040000,644736,395264,38.01,Gulu,Grace Nalwoga,Cash,Agent,Completed,Returning
ORD-1118,10/14/2024,October,Q4,Wireless Mouse,Electronics,45000,8,360000,5,18000,342000,182248,159752,46.71,Mukono,Peter Mugisha,Airtel Money,Walk-in,Pending,Returning
ORD-1187,10/14/2024,October,Q4,Surge Protector,Electronics,65000,6,390000,5,19500,370500,245478,125022,33.74,Kampala Central,James Ssempa,Cash,WhatsApp,Completed,Returning
ORD-1032,10/15/2024,October,Q4,Notebook A4,Stationery,8000,3,24000,0,0,24000,14748,9252,38.55,Kampala Central,Brian Okello,Flutterwave,Online,Refunded,Returning
ORD-1374,10/15/2024,October,Q4,Thermal Printer,Electronics,480000,9,4320000,0,0,4320000,3064041,1255959,29.07,Kampala Central,Sarah Nakato,MTN MoMo,Walk-in,Completed,Returning
ORD-1107,10/16/2024,October,Q4,Ballpoint Pen Pack,Stationery,12000,5,60000,0,0,60000,37965,22035,36.73,Mbarara,Sarah Nakato,Airtel Money,Online,Completed,Returning
ORD-1151,10/16/2024,October,Q4,Filing Cabinet,Furniture,310000,19,5890000,10,589000,5301000,3606010,1694990,31.97,Mbarara,Grace Nalwoga,Flutterwave,Agent,Completed,New
ORD-1351,10/16/2024,October,Q4,Thermal Printer,Electronics,480000,18,8640000,5,432000,8208000,5063112,3144888,38.31,Jinja,James Ssempa,Bank Transfer,Agent,Completed,New
ORD-1185,10/17/2024,October,Q4,Office Chair,Furniture,350000,12,4200000,0,0,4200000,2501988,1698012,40.43,Kampala Central,Peter Mugisha,Airtel Money,WhatsApp,Completed,Returning
ORD-1165,10/19/2024,October,Q4,Standing Desk,Furniture,890000,16,14240000,0,0,14240000,8429504,5810496,40.8,Entebbe,Lydia Atim,Cash,WhatsApp,Refunded,Returning
ORD-1197,10/19/2024,October,Q4,Printer Paper Ream,Stationery,18000,19,342000,0,0,342000,226670,115330,33.72,Entebbe,Peter Mugisha,MTN MoMo,WhatsApp,Refunded,Returning
ORD-1229,10/20/2024,October,Q4,Thermal Printer,Electronics,480000,9,4320000,0,0,4320000,2486097,1833903,42.45,Kampala Central,James Ssempa,Cash,Online,Completed,New
ORD-1347,10/20/2024,October,Q4,Wireless Mouse,Electronics,45000,2,90000,5,4500,85500,46138,39362,46.04,Entebbe,Grace Nalwoga,Bank Transfer,WhatsApp,Completed,Returning
ORD-1146,10/21/2024,October,Q4,Laptop Pro 15,Electronics,1200000,15,18000000,0,0,18000000,12879495,5120505,28.45,Entebbe,Peter Mugisha,Bank Transfer,WhatsApp,Completed,New
ORD-1285,10/21/2024,October,Q4,Surge Protector,Electronics,65000,17,1105000,10,110500,994500,712861,281639,28.32,Wakiso,Lydia Atim,Cash,WhatsApp,Pending,Returning
ORD-1045,10/22/2024,October,Q4,Ballpoint Pen Pack,Stationery,12000,20,240000,10,24000,216000,126920,89080,41.24,Wakiso,James Ssempa,MTN MoMo,WhatsApp,Completed,Returning
ORD-1329,10/22/2024,October,Q4,HDMI Cable 2m,Electronics,25000,3,75000,0,0,75000,50856,24144,32.19,Mbarara,Brian Okello,Bank Transfer,WhatsApp,Refunded,Returning
ORD-1134,10/27/2024,October,Q4,Wireless Mouse,Electronics,45000,12,540000,0,0,540000,345108,194892,36.09,Jinja,Peter Mugisha,Cash,Walk-in,Pending,Returning
ORD-1250,10/27/2024,October,Q4,Mechanical Keyboard,Electronics,180000,3,540000,0,0,540000,378627,161373,29.88,Mbarara,Grace Nalwoga,Flutterwave,Online,Pending,New
ORD-1360,10/28/2024,October,Q4,Surge Protector,Electronics,65000,20,1300000,0,0,1300000,722540,577460,44.42,Gulu,Sarah Nakato,Bank Transfer,Agent,Completed,New
ORD-1102,10/29/2024,October,Q4,Thermal Printer,Electronics,480000,2,960000,0,0,960000,600548,359452,37.44,Mukono,Brian Okello,Bank Transfer,Walk-in,Refunded,Returning
ORD-1030,10/31/2024,October,Q4,Ballpoint Pen Pack,Stationery,12000,4,48000,10,4800,43200,26952,16248,37.61,Kampala Central,Peter Mugisha,MTN MoMo,WhatsApp,Refunded,Returning
ORD-1143,11/2/2024,November,Q4,HDMI Cable 2m,Electronics,25000,10,250000,0,0,250000,138780,111220,44.49,Kampala Central,Brian Okello,Airtel Money,Agent,Completed,New
ORD-1196,11/5/2024,November,Q4,Whiteboard 4x3,Furniture,220000,5,1100000,0,0,1100000,731150,368850,33.53,Mukono,Peter Mugisha,MTN MoMo,Walk-in,Completed,New
ORD-1319,11/7/2024,November,Q4,Office Chair,Furniture,350000,18,6300000,10,630000,5670000,4095000,1575000,27.78,Mukono,Grace Nalwoga,MTN MoMo,Agent,Completed,Returning
ORD-1156,11/8/2024,November,Q4,Surge Protector,Electronics,65000,15,975000,5,48750,926250,615240,311010,33.58,Wakiso,James Ssempa,Cash,Agent,Pending,Returning
ORD-1209,11/9/2024,November,Q4,Monitor 24inch,Electronics,750000,17,12750000,0,0,12750000,7420381,5329619,41.8,Mukono,Sarah Nakato,Bank Transfer,Phone Order,Completed,Returning
ORD-1082,11/12/2024,November,Q4,HDMI Cable 2m,Electronics,25000,14,350000,10,35000,315000,227150,87850,27.89,Wakiso,Peter Mugisha,Bank Transfer,WhatsApp,Pending,Returning
ORD-1147,11/12/2024,November,Q4,Ballpoint Pen Pack,Stationery,12000,1,12000,0,0,12000,6515,5485,45.71,Entebbe,Grace Nalwoga,Cash,Walk-in,Pending,New
ORD-1083,11/13/2024,November,Q4,Mechanical Keyboard,Electronics,180000,19,3420000,5,171000,3249000,1971098,1277902,39.33,Kampala Central,Peter Mugisha,MTN MoMo,Online,Completed,Returning
ORD-1137,11/14/2024,November,Q4,Office Chair,Furniture,350000,14,4900000,10,490000,4410000,3643808,766192,17.37,Jinja,Grace Nalwoga,Flutterwave,Walk-in,Refunded,Returning
ORD-1130,11/15/2024,November,Q4,Whiteboard 4x3,Furniture,220000,5,1100000,0,0,1100000,584700,515300,46.85,Mbarara,Peter Mugisha,Flutterwave,Agent,Pending,Returning
ORD-1394,11/15/2024,November,Q4,Office Chair,Furniture,350000,15,5250000,0,0,5250000,3513810,1736190,33.07,Entebbe,Peter Mugisha,MTN MoMo,Walk-in,Refunded,Returning
ORD-1371,11/16/2024,November,Q4,Ballpoint Pen Pack,Stationery,12000,3,36000,0,0,36000,25413,10587,29.41,Jinja,Lydia Atim,Airtel Money,Walk-in,Completed,New
ORD-1052,11/18/2024,November,Q4,Mechanical Keyboard,Electronics,180000,3,540000,5,27000,513000,325947,187053,36.46,Jinja,Sarah Nakato,Bank Transfer,WhatsApp,Pending,New
ORD-1258,11/18/2024,November,Q4,Mechanical Keyboard,Electronics,180000,2,360000,0,0,360000,217114,142886,39.69,Wakiso,Brian Okello,Airtel Money,Walk-in,Completed,Returning
ORD-1290,11/18/2024,November,Q4,Ballpoint Pen Pack,Stationery,12000,15,180000,0,0,180000,125895,54105,30.06,Wakiso,Sarah Nakato,Bank Transfer,WhatsApp,Completed,Returning
ORD-1020,11/19/2024,November,Q4,Whiteboard 4x3,Furniture,220000,8,1760000,0,0,1760000,911232,848768,48.23,Kampala Central,Sarah Nakato,MTN MoMo,Walk-in,Completed,New
ORD-1157,11/19/2024,November,Q4,Filing Cabinet,Furniture,310000,11,3410000,15,511500,2898500,2214696,683804,23.59,Mbarara,James Ssempa,MTN MoMo,Agent,Completed,Returning
ORD-1173,11/19/2024,November,Q4,Mechanical Keyboard,Electronics,180000,16,2880000,10,288000,2592000,1825952,766048,29.55,Jinja,Peter Mugisha,Airtel Money,Online,Completed,Returning
ORD-1139,11/20/2024,November,Q4,Printer Paper Ream,Stationery,18000,13,234000,0,0,234000,125294,108706,46.46,Kampala Central,Brian Okello,Flutterwave,Online,Pending,Returning
ORD-1308,11/21/2024,November,Q4,Laptop Pro 15,Electronics,1200000,3,3600000,15,540000,3060000,2674935,385065,12.58,Mbarara,Grace Nalwoga,Cash,Walk-in,Refunded,Returning
ORD-1227,11/23/2024,November,Q4,Whiteboard 4x3,Furniture,220000,7,1540000,0,0,1540000,1005214,534786,34.73,Entebbe,Lydia Atim,Flutterwave,Agent,Completed,Returning
ORD-1225,11/24/2024,November,Q4,Whiteboard 4x3,Furniture,220000,4,880000,0,0,880000,502600,377400,42.89,Jinja,Peter Mugisha,Bank Transfer,Online,Refunded,Returning
ORD-1177,11/25/2024,November,Q4,Laptop Pro 15,Electronics,1200000,12,14400000,10,1440000,12960000,8418768,4541232,35.04,Wakiso,Grace Nalwoga,Bank Transfer,WhatsApp,Completed,New
ORD-1393,11/25/2024,November,Q4,Whiteboard 4x3,Furniture,220000,10,2200000,15,330000,1870000,1631860,238140,12.73,Mukono,Lydia Atim,Bank Transfer,Agent,Pending,Returning
ORD-1023,11/26/2024,November,Q4,Mechanical Keyboard,Electronics,180000,2,360000,15,54000,306000,238810,67190,21.96,Kampala Central,Brian Okello,Bank Transfer,Agent,Completed,New
ORD-1238,11/26/2024,November,Q4,USB-C Hub,Electronics,120000,5,600000,15,90000,510000,446745,63255,12.4,Entebbe,James Ssempa,Bank Transfer,WhatsApp,Pending,Returning
ORD-1296,11/26/2024,November,Q4,USB-C Hub,Electronics,120000,16,1920000,15,288000,1632000,1217936,414064,25.37,Wakiso,Peter Mugisha,Airtel Money,WhatsApp,Completed,New
ORD-1179,11/27/2024,November,Q4,Ballpoint Pen Pack,Stationery,12000,18,216000,5,10800,205200,121662,83538,40.71,Wakiso,James Ssempa,Cash,Walk-in,Completed,Returning
ORD-1325,11/28/2024,November,Q4,HDMI Cable 2m,Electronics,25000,11,275000,5,13750,261250,177815,83435,31.94,Mbarara,Grace Nalwoga,MTN MoMo,Agent,Pending,New
ORD-1064,11/29/2024,November,Q4,Notebook A4,Stationery,8000,8,64000,15,9600,54400,33096,21304,39.16,Kampala Central,Brian Okello,Airtel Money,Online,Completed,Returning
ORD-1396,11/29/2024,November,Q4,Mechanical Keyboard,Electronics,180000,9,1620000,0,0,1620000,1075725,544275,33.6,Mukono,Sarah Nakato,Airtel Money,Phone Order,Completed,New
ORD-1301,11/30/2024,November,Q4,HDMI Cable 2m,Electronics,25000,7,175000,5,8750,166250,91980,74270,44.67,Gulu,Sarah Nakato,Cash,Walk-in,Pending,Returning
ORD-1219,12/1/2024,December,Q4,Surge Protector,Electronics,65000,3,195000,0,0,195000,142545,52455,26.9,Mukono,Grace Nalwoga,Bank Transfer,Online,Completed,Returning
ORD-1305,12/1/2024,December,Q4,USB-C Hub,Electronics,120000,14,1680000,0,0,1680000,1256836,423164,25.19,Wakiso,Grace Nalwoga,Airtel Money,Online,Completed,Returning
ORD-1158,12/2/2024,December,Q4,Printer Paper Ream,Stationery,18000,13,234000,0,0,234000,131729,102271,43.71,Jinja,Sarah Nakato,Cash,Walk-in,Refunded,New
ORD-1113,12/3/2024,December,Q4,Whiteboard 4x3,Furniture,220000,9,1980000,15,297000,1683000,1364004,318996,18.95,Mbarara,Sarah Nakato,MTN MoMo,Walk-in,Completed,Returning
ORD-1312,12/6/2024,December,Q4,Wireless Mouse,Electronics,45000,12,540000,0,0,540000,281124,258876,47.94,Mbarara,Sarah Nakato,MTN MoMo,WhatsApp,Completed,New
ORD-1259,12/7/2024,December,Q4,Thermal Printer,Electronics,480000,12,5760000,0,0,5760000,3769680,1990320,34.55,Jinja,Lydia Atim,Bank Transfer,Walk-in,Completed,Returning
ORD-1145,12/8/2024,December,Q4,HDMI Cable 2m,Electronics,25000,8,200000,10,20000,180000,127936,52064,28.92,Gulu,James Ssempa,MTN MoMo,WhatsApp,Completed,Returning
ORD-1046,12/9/2024,December,Q4,Monitor 24inch,Electronics,750000,18,13500000,15,2025000,11475000,9178074,2296926,20.02,Wakiso,James Ssempa,Bank Transfer,Walk-in,Completed,Returning
ORD-1399,12/9/2024,December,Q4,Printer Paper Ream,Stationery,18000,18,324000,15,48600,275400,225576,49824,18.09,Mukono,Peter Mugisha,Cash,Online,Refunded,New
ORD-1244,12/10/2024,December,Q4,Mechanical Keyboard,Electronics,180000,19,3420000,0,0,3420000,2203734,1216266,35.56,Gulu,James Ssempa,Airtel Money,Agent,Completed,Returning
ORD-1294,12/10/2024,December,Q4,USB-C Hub,Electronics,120000,10,1200000,10,120000,1080000,777050,302950,28.05,Wakiso,James Ssempa,MTN MoMo,Online,Completed,New
ORD-1109,12/12/2024,December,Q4,Standing Desk,Furniture,890000,1,890000,5,44500,845500,645519,199981,23.65,Jinja,Sarah Nakato,MTN MoMo,WhatsApp,Completed,Returning
ORD-1397,12/14/2024,December,Q4,Filing Cabinet,Furniture,310000,20,6200000,5,310000,5890000,4123820,1766180,29.99,Wakiso,Grace Nalwoga,MTN MoMo,WhatsApp,Completed,Returning
ORD-1013,12/15/2024,December,Q4,HDMI Cable 2m,Electronics,25000,1,25000,15,3750,21250,17004,4246,19.98,Jinja,James Ssempa,Cash,Walk-in,Completed,Returning
ORD-1378,12/15/2024,December,Q4,USB-C Hub,Electronics,120000,2,240000,5,12000,228000,124702,103298,45.31,Entebbe,Sarah Nakato,Airtel Money,Phone Order,Completed,Returning
ORD-1198,12/16/2024,December,Q4,Printer Paper Ream,Stationery,18000,10,180000,5,9000,171000,101010,69990,40.93,Entebbe,James Ssempa,Bank Transfer,Walk-in,Completed,New
ORD-1274,12/16/2024,December,Q4,Monitor 24inch,Electronics,750000,8,6000000,10,600000,5400000,3781656,1618344,29.97,Entebbe,Sarah Nakato,Airtel Money,Agent,Completed,Returning
ORD-1395,12/16/2024,December,Q4,HDMI Cable 2m,Electronics,25000,20,500000,10,50000,450000,285320,164680,36.6,Kampala Central,Lydia Atim,MTN MoMo,Agent,Completed,Returning
ORD-1133,12/17/2024,December,Q4,Printer Paper Ream,Stationery,18000,9,162000,0,0,162000,119619,42381,26.16,Entebbe,Brian Okello,MTN MoMo,Walk-in,Completed,Returning
ORD-1211,12/18/2024,December,Q4,Printer Paper Ream,Stationery,18000,4,72000,5,3600,68400,46504,21896,32.01,Mbarara,Brian Okello,Flutterwave,WhatsApp,Completed,Returning
ORD-1120,12/22/2024,December,Q4,USB-C Hub,Electronics,120000,13,1560000,5,78000,1482000,924690,557310,37.61,Jinja,Lydia Atim,Flutterwave,Online,Pending,New
ORD-1159,12/23/2024,December,Q4,Monitor 24inch,Electronics,750000,12,9000000,0,0,9000000,6677316,2322684,25.81,Mbarara,Lydia Atim,Airtel Money,Phone Order,Completed,Returning
ORD-1111,12/24/2024,December,Q4,Whiteboard 4x3,Furniture,220000,12,2640000,10,264000,2376000,1515264,860736,36.23,Mukono,Brian Okello,Bank Transfer,Agent,Completed,Returning
ORD-1304,12/26/2024,December,Q4,Standing Desk,Furniture,890000,20,17800000,10,1780000,16020000,9649260,6370740,39.77,Mukono,James Ssempa,Flutterwave,Agent,Refunded,New
ORD-1085,12/27/2024,December,Q4,Thermal Printer,Electronics,480000,10,4800000,0,0,4800000,2677770,2122230,44.21,Mukono,Grace Nalwoga,Bank Transfer,Walk-in,Completed,Returning
ORD-1210,12/28/2024,December,Q4,Notebook A4,Stationery,8000,17,136000,10,13600,122400,86088,36312,29.67,Jinja,James Ssempa,Bank Transfer,Walk-in,Completed,Returning
ORD-1194,12/29/2024,December,Q4,Standing Desk,Furniture,890000,6,5340000,0,0,5340000,3100752,2239248,41.93,Wakiso,James Ssempa,Flutterwave,Agent,Completed,Returning
ORD-1266,12/30/2024,December,Q4,Office Chair,Furniture,350000,19,6650000,0,0,6650000,4575618,2074382,31.19,Gulu,Lydia Atim,MTN MoMo,Agent,Completed,Returning
ORD-1343,12/30/2024,December,Q4,Laptop Pro 15,Electronics,1200000,7,8400000,0,0,8400000,4511479,3888521,46.29,Wakiso,James Ssempa,Bank Transfer,Phone Order,Completed,Returning
